STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF
10101,8/1/1944,33.528,,26.11111111,21.11111111,23.33333333,0,,44,8,1,1.32,,,79,70,74,0
10101,8/2/1944,7.366,,26.66666667,23.88888889,25.55555556,0,,44,8,2,0.29,,,80,75,78,0
10101,8/3/1944,38.354,,25.55555556,22.22222222,23.88888889,0,,44,8,3,1.51,,,78,72,75,0
10101,8/4/1944,6.35,,26.66666667,22.22222222,24.44444444,0,,44,8,4,0.25,,,80,72,76,0
10101,8/5/1944,39.624,,25.55555556,22.22222222,23.88888889,0,,44,8,5,1.56,,,78,72,75,0
10101,8/6/1944,68.326,,26.11111111,22.77777778,24.44444444,0,,44,8,6,2.69,,,79,73,76,0
10101,8/7/1944,4.318,,27.22222222,22.77777778,25,0,,44,8,7,0.17,,,81,73,77,0
10101,8/8/1944,15.748,,27.77777778,21.11111111,24.44444444,0,,44,8,8,0.62,,,82,70,76,0
10101,8/9/1944,13.462,,25.55555556,22.77777778,24.44444444,0,,44,8,9,0.53,,,78,73,76,0
10101,8/10/1944,1.524,,25.55555556,23.33333333,24.44444444,0,,44,8,10,0.06,,,78,74,76,0
10101,8/11/1944,3.048,,26.66666667,22.77777778,25,0,,44,8,11,0.12,,,80,73,77,0
10101,8/12/1944,11.176,,26.66666667,23.33333333,25,0,,44,8,12,0.44,,,80,74,77,0
10101,8/13/1944,6.096,,26.11111111,22.77777778,24.44444444,0,,44,8,13,0.24,,,79,73,76,0
10101,8/14/1944,55.118,,25,22.22222222,23.33333333,0,,44,8,14,2.17,,,77,72,74,0
10101,8/15/1944,80.01,,24.44444444,21.11111111,22.77777778,0,,44,8,15,3.15,,,76,70,73,0
10101,8/16/1944,40.386,,25.55555556,22.22222222,23.88888889,0,,44,8,16,1.59,,,78,72,75,0
10101,8/17/1944,32.258,,25,21.11111111,23.33333333,0,,44,8,17,1.27,,,77,70,74,0
10101,8/18/1944,10.668,,26.11111111,21.66666667,23.88888889,0,,44,8,18,0.42,,,79,71,75,0
10101,8/19/1944,35.306,,28.33333333,22.77777778,25.55555556,0,,44,8,19,1.39,,,83,73,78,0
10101,8/20/1944,35.814,,26.66666667,21.11111111,23.88888889,0,,44,8,20,1.41,,,80,70,75,0
10101,8/21/1944,40.894,,26.11111111,22.22222222,23.88888889,0,,44,8,21,1.61,,,79,72,75,0
10101,8/22/1944,12.192,,25.55555556,22.77777778,23.88888889,0,,44,8,22,0.48,,,78,73,75,0
10101,8/23/1944,1.016,,27.77777778,22.77777778,25.55555556,0,,44,8,23,0.04,,,82,73,78,0
10101,8/24/1944,0.254,,27.77777778,21.11111111,24.44444444,0,,44,8,24,0.01,,,82,70,76,0
10101,8/25/1944,3.048,,27.77777778,22.22222222,25,0,,44,8,25,0.12,,,82,72,77,0
10101,8/26/1944,9.652,,26.11111111,22.22222222,23.88888889,0,,44,8,26,0.38,,,79,72,75,0
10101,8/27/1944,1.778,,27.77777778,21.66666667,24.44444444,0,,44,8,27,0.07,,,82,71,76,0
10101,8/28/1944,88.646,,26.66666667,22.22222222,24.44444444,0,,44,8,28,3.49,,,80,72,76,0
10101,8/29/1944,19.304,,26.66666667,22.22222222,24.44444444,0,,44,8,29,0.76,,,80,72,76,0
10101,8/30/1944,0,,29.44444444,23.33333333,26.66666667,0,,44,8,30,0,,,85,74,80,0
10101,8/31/1944,12.954,,29.44444444,22.77777778,26.11111111,0,,44,8,31,0.51,,,85,73,79,0
10101,9/1/1944,14.732,,26.11111111,22.77777778,24.44444444,0,,44,9,1,0.58,,,79,73,76,0
10101,9/2/1944,65.786,,26.66666667,22.77777778,24.44444444,0,,44,9,2,2.59,,,80,73,76,0
10101,9/3/1944,4.318,,28.33333333,22.22222222,25.55555556,0,,44,9,3,0.17,,,83,72,78,0
10101,9/4/1944,T,,28.88888889,22.77777778,25.55555556,0,,44,9,4,T,,,84,73,78,0
10101,9/5/1944,33.782,,27.22222222,21.11111111,24.44444444,0,,44,9,5,1.33,,,81,70,76,0
10101,9/6/1944,46.736,,26.66666667,21.11111111,23.88888889,0,,44,9,6,1.84,,,80,70,75,0
10101,9/7/1944,10.16,,29.44444444,21.66666667,25.55555556,0,,44,9,7,0.4,,,85,71,78,0
10101,9/8/1944,12.446,,26.66666667,23.33333333,25,0,,44,9,8,0.49,,,80,74,77,0
10101,9/9/1944,7.874,,27.77777778,23.33333333,25.55555556,0,,44,9,9,0.31,,,82,74,78,0
10101,9/10/1944,136.398,,25,21.11111111,23.33333333,0,,44,9,10,5.37,,,77,70,74,0
10101,9/11/1944,77.978,,26.66666667,21.66666667,24.44444444,0,,44,9,11,3.07,,,80,71,76,0
10101,9/12/1944,13.716,,27.77777778,22.22222222,25,0,,44,9,12,0.54,,,82,72,77,0
10101,9/13/1944,116.84,,25,22.22222222,23.33333333,0,,44,9,13,4.6,,,77,72,74,0
10101,9/14/1944,20.828,,26.66666667,22.22222222,24.44444444,0,,44,9,14,0.82,,,80,72,76,0
10101,9/15/1944,14.986,,27.77777778,22.77777778,25.55555556,0,,44,9,15,0.59,,,82,73,78,0
10101,9/16/1944,2.286,,27.22222222,23.33333333,25.55555556,0,,44,9,16,0.09,,,81,74,78,0
10101,9/17/1944,75.438,,25.55555556,22.22222222,23.88888889,0,,44,9,17,2.97,,,78,72,75,0
10101,9/18/1944,14.224,,25,22.77777778,23.88888889,0,,44,9,18,0.56,,,77,73,75,0
10101,9/19/1944,0.762,,29.44444444,21.11111111,25.55555556,0,,44,9,19,0.03,,,85,70,78,0
10101,9/20/1944,0,,30,22.77777778,26.66666667,0,,44,9,20,0,,,86,73,80,0
10101,9/21/1944,7.62,,27.77777778,22.22222222,25,0,,44,9,21,0.3,,,82,72,77,0
10101,9/22/1944,69.596,,27.22222222,22.77777778,25,0,,44,9,22,2.74,,,81,73,77,0
10101,9/23/1944,14.732,,28.33333333,22.77777778,25.55555556,0,,44,9,23,0.58,,,83,73,78,0
10101,9/24/1944,13.716,,28.88888889,22.77777778,25.55555556,0,,44,9,24,0.54,,,84,73,78,0
10101,9/25/1944,2.794,,28.33333333,22.22222222,25.55555556,0,,44,9,25,0.11,,,83,72,78,0
10101,9/26/1944,9.652,,28.33333333,22.22222222,25.55555556,0,,44,9,26,0.38,,,83,72,78,0
10101,9/27/1944,7.874,,27.77777778,25,26.66666667,0,,44,9,27,0.31,,,82,77,80,0
10101,9/28/1944,7.62,,29.44444444,23.33333333,26.66666667,0,,44,9,28,0.3,,,85,74,80,0
10101,9/29/1944,1.27,,29.44444444,22.22222222,25.55555556,0,,44,9,29,0.05,,,85,72,78,0
10101,10/1/1944,25.146,,28.33333333,22.77777778,25.55555556,0,,44,10,1,0.99,,,83,73,78,0
10101,10/2/1944,42.672,,27.77777778,21.66666667,24.44444444,0,,44,10,2,1.68,,,82,71,76,0
10101,10/3/1944,9.652,,28.88888889,21.66666667,25.55555556,0,,44,10,3,0.38,,,84,71,78,0
10101,10/4/1944,8.89,,27.77777778,23.88888889,25.55555556,0,,44,10,4,0.35,,,82,75,78,0
10101,10/5/1944,4.318,,28.88888889,21.66666667,25.55555556,0,,44,10,5,0.17,,,84,71,78,0
10101,10/6/1944,1.778,,28.33333333,22.77777778,25.55555556,0,,44,10,6,0.07,,,83,73,78,0
10101,10/7/1944,0.508,,30.55555556,22.22222222,26.66666667,0,,44,10,7,0.02,,,87,72,80,0
10101,10/8/1944,39.37,,28.88888889,21.11111111,25,0,,44,10,8,1.55,,,84,70,77,0
10101,10/9/1944,3.556,,28.88888889,23.88888889,26.66666667,0,,44,10,9,0.14,,,84,75,80,0
10101,10/10/1944,30.48,,28.88888889,22.77777778,25.55555556,0,,44,10,10,1.2,,,84,73,78,0
10101,10/11/1944,11.176,,30,21.66666667,25.55555556,0,,44,10,11,0.44,,,86,71,78,0
10101,10/12/1944,20.574,,28.88888889,20.55555556,24.44444444,0,,44,10,12,0.81,,,84,69,76,0
10101,10/13/1944,33.274,,28.33333333,22.77777778,25.55555556,0,,44,10,13,1.31,,,83,73,78,0
10101,10/14/1944,1.778,,29.44444444,22.22222222,25.55555556,0,,44,10,14,0.07,,,85,72,78,0
10101,10/15/1944,9.144,,30,22.77777778,26.66666667,0,,44,10,15,0.36,,,86,73,80,0
10101,10/16/1944,20.066,,30,21.11111111,25.55555556,0,,44,10,16,0.79,,,86,70,78,0
10101,10/17/1944,0,,31.11111111,21.11111111,26.11111111,0,,44,10,17,0,,,88,70,79,0
10101,10/18/1944,39.878,,27.22222222,22.77777778,25.55555556,0,,44,10,18,1.57,,,81,73,78,0
10101,10/19/1944,0.762,,30.55555556,23.88888889,27.22222222,0,,44,10,19,0.03,,,87,75,81,0
10101,10/20/1944,T,,28.88888889,22.22222222,25.55555556,0,,44,10,20,T,,,84,72,78,0
10101,10/21/1944,0.508,,30.55555556,20.55555556,25.55555556,0,,44,10,21,0.02,,,87,69,78,0
10101,10/22/1944,T,,30.55555556,22.77777778,26.66666667,0,,44,10,22,T,,,87,73,80,0
10101,10/23/1944,0,,30,22.22222222,26.11111111,0,,44,10,23,0,,,86,72,79,0
10101,10/24/1944,0,,30,22.22222222,26.11111111,0,,44,10,24,0,,,86,72,79,0
10101,10/25/1944,0.508,,30,21.66666667,25.55555556,0,,44,10,25,0.02,,,86,71,78,0
10101,10/26/1944,2.794,,28.88888889,23.33333333,26.11111111,0,,44,10,26,0.11,,,84,74,79,0
10101,10/27/1944,13.462,,27.77777778,23.33333333,25.55555556,0,,44,10,27,0.53,,,82,74,78,0
10101,10/28/1944,0.254,,30.55555556,22.22222222,26.66666667,0,,44,10,28,0.01,,,87,72,80,0
10101,10/29/1944,51.816,,29.44444444,22.22222222,26.11111111,0,,44,10,29,2.04,,,85,72,79,0
10101,10/30/1944,0,,29.44444444,20.55555556,25,0,,44,10,30,0,,,85,69,77,0
10101,10/31/1944,T,,29.44444444,22.77777778,26.11111111,0,,44,10,31,T,,,85,73,79,0
10101,11/1/1944,0.508,,27.22222222,21.11111111,24.44444444,0,1,44,11,1,0.02,,,81,70,76,0
10101,11/2/1944,0,,29.44444444,22.22222222,25.55555556,0,,44,11,2,0,,,85,72,78,0
10101,11/3/1944,0,,31.11111111,23.33333333,27.22222222,0,,44,11,3,0,,,88,74,81,0
10101,11/4/1944,0,,30.55555556,21.66666667,26.66666667,0,,44,11,4,0,,,87,71,80,0
10101,11/5/1944,0.762,,31.11111111,22.22222222,26.66666667,0,1,44,11,5,0.03,,,88,72,80,0
10101,11/6/1944,0,,30,21.66666667,25.55555556,0,,44,11,6,0,,,86,71,78,0
10101,11/7/1944,0,,30.55555556,22.77777778,26.66666667,0,,44,11,7,0,,,87,73,80,0
10101,11/8/1944,2.54,,30,23.88888889,26.66666667,0,1,44,11,8,0.1,,,86,75,80,0
10101,11/9/1944,0,,30.55555556,22.22222222,26.66666667,0,1,44,11,9,0,,,87,72,80,0
10101,11/10/1944,0,,31.66666667,22.22222222,26.66666667,0,,44,11,10,0,,,89,72,80,0
10101,11/11/1944,0,,30.55555556,22.22222222,26.66666667,0,,44,11,11,0,,,87,72,80,0
10101,11/12/1944,T,,31.11111111,22.22222222,26.66666667,0,1,44,11,12,T,,,88,72,80,0
10101,11/13/1944,0,,31.11111111,22.22222222,26.66666667,0,,44,11,13,0,,,88,72,80,0
10101,11/14/1944,0,,30.55555556,22.77777778,26.66666667,0,,44,11,14,0,,,87,73,80,0
10101,11/15/1944,0.254,,30,20.55555556,25.55555556,0,1,44,11,15,0.01,,,86,69,78,0
10101,11/16/1944,T,,31.66666667,22.77777778,27.22222222,0,1,44,11,16,T,,,89,73,81,0
10101,11/17/1944,T,,31.11111111,22.77777778,26.66666667,0,1,44,11,17,T,,,88,73,80,0
10101,11/18/1944,13.716,,30.55555556,21.11111111,25.55555556,0,1,44,11,18,0.54,,,87,70,78,0
10101,11/19/1944,7.874,,28.88888889,21.66666667,25.55555556,0,1,44,11,19,0.31,,,84,71,78,0
10101,11/20/1944,T,,29.44444444,20.55555556,25,0,1,44,11,20,T,,,85,69,77,0
10101,11/21/1944,17.272,,30.55555556,18.88888889,24.44444444,0,1,44,11,21,0.68,,,87,66,76,0
10101,11/22/1944,0,,29.44444444,21.66666667,25.55555556,0,,44,11,22,0,,,85,71,78,0
10101,11/23/1944,0,,30.55555556,21.11111111,25.55555556,0,,44,11,23,0,,,87,70,78,0
10101,11/24/1944,0,,31.11111111,18.88888889,25,0,,44,11,24,0,,,88,66,77,0
10101,11/25/1944,0,,30.55555556,21.66666667,26.11111111,0,,44,11,25,0,,,87,71,79,0
10101,11/26/1944,T,,31.11111111,22.22222222,26.66666667,0,1,44,11,26,T,,,88,72,80,0
10101,11/27/1944,T,,31.11111111,21.66666667,26.66666667,0,1,44,11,27,T,,,88,71,80,0
10101,11/28/1944,T,,30.55555556,23.33333333,26.66666667,0,1,44,11,28,T,,,87,74,80,0
10101,11/29/1944,3.81,,30,20,25,0,1,44,11,29,0.15,,,86,68,77,0
10101,11/30/1944,0.508,,28.33333333,21.66666667,25,0,1,44,11,30,0.02,,,83,71,77,0
10101,12/1/1944,T,,28.33333333,22.22222222,25.55555556,0,1,44,12,1,T,,,83,72,78,0
10101,12/2/1944,T,,30,20.55555556,25.55555556,0,1,44,12,2,T,,,86,69,78,0
10101,12/3/1944,17.78,,27.77777778,19.44444444,23.33333333,0,1,44,12,3,0.7,,,82,67,74,0
10101,12/4/1944,2.286,,28.88888889,22.77777778,25.55555556,0,1,44,12,4,0.09,,,84,73,78,0
10101,12/5/1944,4.572,,30.55555556,21.11111111,25.55555556,0,1,44,12,5,0.18,,,87,70,78,0
10101,12/6/1944,21.336,,30.55555556,21.11111111,25.55555556,0,1,44,12,6,0.84,,,87,70,78,0
10101,12/7/1944,0,,30,22.77777778,26.66666667,0,,44,12,7,0,,,86,73,80,0
10101,12/8/1944,0,,30.55555556,21.66666667,26.11111111,0,,44,12,8,0,,,87,71,79,0
10101,12/9/1944,0,,30.55555556,22.77777778,26.66666667,0,,44,12,9,0,,,87,73,80,0
10101,12/10/1944,0,,32.22222222,22.77777778,27.22222222,0,,44,12,10,0,,,90,73,81,0
10101,12/11/1944,0,,31.66666667,21.66666667,26.66666667,0,,44,12,11,0,,,89,71,80,0
10101,12/12/1944,0,,30.55555556,22.77777778,26.66666667,0,,44,12,12,0,,,87,73,80,0
10101,12/13/1944,0,,30.55555556,23.88888889,27.22222222,0,,44,12,13,0,,,87,75,81,0
10101,12/14/1944,0,,31.66666667,22.22222222,26.66666667,0,,44,12,14,0,,,89,72,80,0
10101,12/15/1944,0,,32.22222222,20.55555556,26.66666667,0,,44,12,15,0,,,90,69,80,0
10101,12/16/1944,0,,31.11111111,23.33333333,27.22222222,0,,44,12,16,0,,,88,74,81,0
10101,12/17/1944,T,,31.11111111,22.22222222,26.66666667,0,1,44,12,17,T,,,88,72,80,0
10101,12/18/1944,0,,31.66666667,21.66666667,26.66666667,0,,44,12,18,0,,,89,71,80,0
10101,12/19/1944,0,,30,20,25,0,,44,12,19,0,,,86,68,77,0
10101,12/20/1944,0,,31.66666667,18.88888889,25.55555556,0,,44,12,20,0,,,89,66,78,0
10101,12/21/1944,0,,31.11111111,19.44444444,25.55555556,0,,44,12,21,0,,,88,67,78,0
10101,12/22/1944,0,,31.66666667,22.77777778,27.22222222,0,,44,12,22,0,,,89,73,81,0
10101,12/23/1944,0,,31.66666667,21.66666667,26.66666667,0,,44,12,23,0,,,89,71,80,0
10101,12/24/1944,0,,31.11111111,21.66666667,26.66666667,0,,44,12,24,0,,,88,71,80,0
10101,12/25/1944,0,,31.11111111,22.22222222,26.66666667,0,,44,12,25,0,,,88,72,80,0
10101,12/26/1944,1.016,,32.22222222,23.33333333,27.77777778,0,1,44,12,26,0.04,,,90,74,82,0
10101,12/27/1944,0,,31.11111111,22.77777778,26.66666667,0,,44,12,27,0,,,88,73,80,0
10101,12/28/1944,0,,30.55555556,23.88888889,27.22222222,0,,44,12,28,0,,,87,75,81,0
10101,12/29/1944,0,,31.11111111,23.88888889,27.22222222,0,,44,12,29,0,,,88,75,81,0
10101,12/30/1944,10.16,,25.55555556,22.77777778,24.44444444,0,1,44,12,30,0.4,,,78,73,76,0
10101,12/31/1944,0,,30,22.22222222,26.11111111,0,,44,12,31,0,,,86,72,79,0
10101,1/1/1945,0,,29.44444444,22.77777778,26.11111111,0,,45,1,1,0,,,85,73,79,0
10101,1/2/1945,0,,31.11111111,22.22222222,26.66666667,0,,45,1,2,0,,,88,72,80,0
10101,1/3/1945,3.556,,31.11111111,23.88888889,27.77777778,0,1,45,1,3,0.14,,,88,75,82,0
10101,1/4/1945,0,,31.66666667,22.77777778,27.22222222,0,,45,1,4,0,,,89,73,81,0
10101,1/5/1945,0,,31.11111111,20,25.55555556,0,,45,1,5,0,,,88,68,78,0
10101,1/6/1945,0,,31.66666667,18.88888889,25.55555556,0,,45,1,6,0,,,89,66,78,0
10101,1/7/1945,0,,31.11111111,18.88888889,25,0,,45,1,7,0,,,88,66,77,0
10101,1/8/1945,0,,32.22222222,18.33333333,25.55555556,0,,45,1,8,0,,,90,65,78,0
10101,1/9/1945,0,,32.22222222,20.55555556,26.66666667,0,,45,1,9,0,,,90,69,80,0
10101,1/10/1945,0,,32.22222222,21.66666667,26.66666667,0,,45,1,10,0,,,90,71,80,0
10101,1/11/1945,0,,31.66666667,19.44444444,25.55555556,0,,45,1,11,0,,,89,67,78,0
10101,1/12/1945,0,,31.66666667,22.22222222,26.66666667,0,,45,1,12,0,,,89,72,80,0
10101,1/13/1945,0,,31.11111111,22.77777778,26.66666667,0,,45,1,13,0,,,88,73,80,0
10101,1/14/1945,0,,27.77777778,21.66666667,24.44444444,0,,45,1,14,0,,,82,71,76,0
10101,1/15/1945,0,,29.44444444,23.88888889,26.66666667,0,,45,1,15,0,,,85,75,80,0
10101,1/16/1945,0,,31.66666667,23.33333333,27.77777778,0,,45,1,16,0,,,89,74,82,0
10101,1/17/1945,0,,31.66666667,22.22222222,26.66666667,0,,45,1,17,0,,,89,72,80,0
10101,1/18/1945,0,,31.66666667,23.33333333,27.77777778,0,,45,1,18,0,,,89,74,82,0
10101,1/19/1945,T,,32.22222222,23.33333333,27.77777778,0,1,45,1,19,T,,,90,74,82,0
10101,1/20/1945,0,,31.11111111,23.33333333,27.22222222,0,,45,1,20,0,,,88,74,81,0
10101,1/21/1945,0,,31.66666667,23.88888889,27.77777778,0,,45,1,21,0,,,89,75,82,0
10101,1/22/1945,0,,31.66666667,23.33333333,27.77777778,0,,45,1,22,0,,,89,74,82,0
10101,1/23/1945,0,,32.77777778,23.33333333,27.77777778,0,,45,1,23,0,,,91,74,82,0
10101,1/24/1945,0,,33.33333333,23.33333333,28.33333333,0,,45,1,24,0,,,92,74,83,0
10101,1/25/1945,T,,30,23.88888889,26.66666667,0,1,45,1,25,T,,,86,75,80,0
10101,1/26/1945,0,,27.77777778,22.22222222,25,0,,45,1,26,0,,,82,72,77,0
10101,1/27/1945,0,,31.66666667,22.77777778,27.22222222,0,,45,1,27,0,,,89,73,81,0
10101,1/28/1945,0,,30,23.88888889,26.66666667,0,,45,1,28,0,,,86,75,80,0
10101,1/29/1945,42.926,,26.66666667,21.66666667,24.44444444,0,1,45,1,29,1.69,,,80,71,76,0
10101,1/30/1945,0,,30,20,25,0,,45,1,30,0,,,86,68,77,0
10101,1/31/1945,0,,30.55555556,23.33333333,26.66666667,0,,45,1,31,0,,,87,74,80,0
10101,2/1/1945,0,,30.55555556,22.77777778,26.66666667,0,,45,2,1,0,,,87,73,80,0
10101,2/2/1945,0,,29.44444444,23.88888889,26.66666667,0,,45,2,2,0,,,85,75,80,0
10101,2/3/1945,0,,32.22222222,22.22222222,26.66666667,0,,45,2,3,0,,,90,72,80,0
10101,2/4/1945,0,,31.11111111,22.77777778,26.66666667,0,,45,2,4,0,,,88,73,80,0
10101,2/5/1945,0,,28.88888889,23.33333333,26.11111111,0,,45,2,5,0,,,84,74,79,0
10101,2/6/1945,0,,31.11111111,23.88888889,27.77777778,0,,45,2,6,0,,,88,75,82,0
10101,2/7/1945,0,,31.66666667,21.66666667,26.66666667,0,,45,2,7,0,,,89,71,80,0
10101,2/8/1945,0,,31.66666667,22.22222222,26.66666667,0,,45,2,8,0,,,89,72,80,0
10101,2/9/1945,0,,31.66666667,22.22222222,26.66666667,0,,45,2,9,0,,,89,72,80,0
10101,2/10/1945,0,,31.66666667,22.77777778,27.22222222,0,,45,2,10,0,,,89,73,81,0
10101,2/11/1945,0,,30.55555556,22.22222222,26.66666667,0,,45,2,11,0,,,87,72,80,0
10101,2/12/1945,0,,31.66666667,22.22222222,26.66666667,0,,45,2,12,0,,,89,72,80,0
10101,2/13/1945,0,,31.11111111,23.33333333,27.22222222,0,,45,2,13,0,,,88,74,81,0
10101,2/14/1945,T,,32.22222222,24.44444444,28.33333333,0,,45,2,14,T,,,90,76,83,0
10101,2/15/1945,T,,32.77777778,23.33333333,27.77777778,0,,45,2,15,T,,,91,74,82,0
10101,2/16/1945,0,,32.77777778,23.88888889,28.33333333,0,,45,2,16,0,,,91,75,83,0
10101,2/17/1945,0,,32.77777778,23.33333333,27.77777778,0,,45,2,17,0,,,91,74,82,0
10101,2/18/1945,0,,31.66666667,22.77777778,27.22222222,0,,45,2,18,0,,,89,73,81,0
10101,2/19/1945,0,,32.77777778,22.22222222,27.77777778,0,,45,2,19,0,,,91,72,82,0
10101,2/20/1945,0,,32.77777778,22.77777778,27.77777778,0,,45,2,20,0,,,91,73,82,0
10101,2/21/1945,0,,31.11111111,23.33333333,27.22222222,0,,45,2,21,0,,,88,74,81,0
10101,2/22/1945,0,,31.66666667,22.22222222,26.66666667,0,,45,2,22,0,,,89,72,80,0
10101,2/23/1945,0,,32.22222222,22.77777778,27.77777778,0,,45,2,23,0,,,90,73,82,0
10101,2/24/1945,0,,32.77777778,22.22222222,27.77777778,0,,45,2,24,0,,,91,72,82,0
10101,2/25/1945,0,,32.22222222,21.11111111,26.66666667,0,,45,2,25,0,,,90,70,80,0
10101,2/26/1945,0,,32.22222222,23.33333333,27.77777778,0,,45,2,26,0,,,90,74,82,0
10101,2/27/1945,0,,32.22222222,22.77777778,27.77777778,0,,45,2,27,0,,,90,73,82,0
10101,2/28/1945,0,,31.66666667,22.77777778,27.22222222,0,,45,2,28,0,,,89,73,81,0
10101,3/1/1945,0,,32.77777778,23.33333333,27.77777778,0,,45,3,1,0,,,91,74,82,0
10101,3/2/1945,T,,33.33333333,24.44444444,28.88888889,0,1,45,3,2,T,,,92,76,84,0
10101,3/3/1945,0,,32.77777778,24.44444444,28.88888889,0,,45,3,3,0,,,91,76,84,0
10101,3/4/1945,0,,32.77777778,22.77777778,27.77777778,0,,45,3,4,0,,,91,73,82,0
10101,3/5/1945,0,,32.77777778,22.77777778,27.77777778,0,,45,3,5,0,,,91,73,82,0
10101,3/6/1945,T,,31.11111111,24.44444444,27.77777778,0,1,45,3,6,T,,,88,76,82,0
10101,3/7/1945,3.556,,29.44444444,22.22222222,25.55555556,0,1,45,3,7,0.14,,,85,72,78,0
10101,3/8/1945,0,,32.22222222,21.66666667,26.66666667,0,,45,3,8,0,,,90,71,80,0
10101,3/9/1945,0,,33.33333333,22.77777778,27.77777778,0,,45,3,9,0,,,92,73,82,0
10101,3/10/1945,0,,33.33333333,23.88888889,28.88888889,0,,45,3,10,0,,,92,75,84,0
10101,3/11/1945,0,,32.77777778,23.88888889,28.33333333,0,,45,3,11,0,,,91,75,83,0
10101,3/12/1945,0,,32.77777778,22.77777778,27.77777778,0,,45,3,12,0,,,91,73,82,0
10101,3/13/1945,0,,33.33333333,22.22222222,27.77777778,0,,45,3,13,0,,,92,72,82,0
10101,3/14/1945,18.288,,32.77777778,21.66666667,27.22222222,0,,45,3,14,0.72,,,91,71,81,0
10101,3/15/1945,0,,32.22222222,20.55555556,26.66666667,0,1,45,3,15,0,,,90,69,80,0
10101,3/16/1945,0,,33.33333333,23.33333333,28.33333333,0,,45,3,16,0,,,92,74,83,0
10101,3/17/1945,0,,32.77777778,22.77777778,27.77777778,0,,45,3,17,0,,,91,73,82,0
10101,3/18/1945,1.778,,32.22222222,23.88888889,27.77777778,0,,45,3,18,0.07,,,90,75,82,0
10101,3/19/1945,0,,32.77777778,22.77777778,27.77777778,0,1,45,3,19,0,,,91,73,82,0
10101,3/20/1945,0,,32.77777778,20.55555556,26.66666667,0,,45,3,20,0,,,91,69,80,0
10101,3/21/1945,0,,30.55555556,24.44444444,27.77777778,0,,45,3,21,0,,,87,76,82,0
10101,3/22/1945,0,,32.22222222,23.33333333,27.77777778,0,,45,3,22,0,,,90,74,82,0
10101,3/23/1945,0,,32.22222222,25,28.88888889,0,,45,3,23,0,,,90,77,84,0
10101,3/24/1945,T,,27.77777778,23.33333333,25.55555556,0,1,45,3,24,T,,,82,74,78,0
10101,3/25/1945,T,,32.77777778,22.22222222,27.77777778,0,1,45,3,25,T,,,91,72,82,0
10101,3/26/1945,0.508,,32.77777778,23.33333333,27.77777778,0,,45,3,26,0.02,,,91,74,82,0
10101,3/27/1945,1.524,,31.66666667,20.55555556,26.11111111,0,1,45,3,27,0.06,,,89,69,79,0
10101,3/28/1945,1.778,,31.66666667,21.66666667,26.66666667,0,1,45,3,28,0.07,,,89,71,80,0
10101,3/29/1945,0,,33.33333333,20.55555556,26.66666667,0,,45,3,29,0,,,92,69,80,0
10101,3/30/1945,0,,33.33333333,23.88888889,28.88888889,0,,45,3,30,0,,,92,75,84,0
10101,3/31/1945,0,,33.33333333,23.88888889,28.88888889,0,,45,3,31,0,,,92,75,84,0
10101,4/1/1945,0,,32.77777778,23.88888889,28.33333333,0,,45,4,1,0,,,91,75,83,0
10101,4/2/1945,45.212,,30,21.66666667,26.11111111,,,45,4,2,1.78,,,86,71,79,
10101,4/3/1945,0,,31.66666667,23.88888889,27.77777778,0,,45,4,3,0,,,89,75,82,0
10101,4/4/1945,19.05,,32.22222222,23.33333333,27.77777778,0,,45,4,4,0.75,,,90,74,82,0
10101,4/5/1945,1.778,,31.11111111,21.66666667,26.66666667,0,1,45,4,5,0.07,,,88,71,80,0
10101,4/6/1945,0,,32.77777778,23.33333333,27.77777778,0,,45,4,6,0,,,91,74,82,0
10101,4/7/1945,0,,32.22222222,23.88888889,27.77777778,0,,45,4,7,0,,,90,75,82,0
10101,4/8/1945,0,,33.33333333,21.66666667,27.77777778,0,,45,4,8,0,,,92,71,82,0
10101,4/9/1945,0.254,,32.22222222,25,28.88888889,0,,45,4,9,0.01,,,90,77,84,0
10101,4/10/1945,0,,30.55555556,25,27.77777778,0,1,45,4,10,0,,,87,77,82,0
10101,4/11/1945,0,,32.77777778,23.88888889,28.33333333,0,,45,4,11,0,,,91,75,83,0
10101,4/12/1945,37.592,,30,21.11111111,25.55555556,0,1,45,4,12,1.48,,,86,70,78,0
10101,4/13/1945,0,,30.55555556,23.33333333,26.66666667,0,,45,4,13,0,,,87,74,80,0
10101,4/14/1945,0,,32.22222222,23.33333333,27.77777778,0,,45,4,14,0,,,90,74,82,0
10101,4/15/1945,0.762,,31.66666667,25.55555556,28.88888889,0,1,45,4,15,0.03,,,89,78,84,0
10101,4/16/1945,0.508,,32.22222222,23.88888889,27.77777778,0,1,45,4,16,0.02,,,90,75,82,0
10101,4/17/1945,0,,31.66666667,22.22222222,26.66666667,0,,45,4,17,0,,,89,72,80,0
10101,4/18/1945,2.794,,29.44444444,22.77777778,26.11111111,0,1,45,4,18,0.11,,,85,73,79,0
10101,4/19/1945,0.508,,32.22222222,21.11111111,26.66666667,0,1,45,4,19,0.02,,,90,70,80,0
